P.s,Item,Condition,Probmanip,Speaker,statement,response,final,Meaning,Imposition
22,15,2,0,0,0,0,0,Indirect,Low
22,16,3,0,0,0,0,0,Direct,High
22,17,4,0,0,0,0,0,Direct,Low
22,18,1,0,0,1,0,0,Indirect,High
22,19,2,0,0,0,0,0,Indirect,Low
22,20,3,0,0,0,0,0,Direct,High
22,21,4,0,0,0,1,0,Direct,Low
22,22,1,0,0,0,0,0,Indirect,High
22,23,2,1,1,0,0,0,Indirect,Low
22,24,3,0,0,0,1,0,Direct,High
22,25,4,0,0,0,1,0,Direct,Low
22,26,1,0,0,0,0,0,Indirect,High
22,27,2,0,1,0,0,0,Indirect,Low
22,28,3,0,0,0,1,0,Direct,High
23,1,3,0,0,0,0,0,Direct,High
23,2,4,0,0,0,0,0,Direct,Low
23,3,1,0,0,0,0,0,Indirect,High
23,4,2,0,0,0,0,0,Indirect,Low
23,5,3,1,0,0,0,0,Direct,High
23,6,4,0,0,0,0,0,Direct,Low
23,7,1,0,0,0,0,0,Indirect,High
23,8,2,,,,,,Indirect,Low
23,9,3,0,0,0,0,0,Direct,High
23,10,4,0,0,1,0,0,Direct,Low
23,11,1,0,0,0,0,0,Indirect,High
23,12,2,0,1,0,0,0,Indirect,Low
23,13,3,1,0,0,0,0,Direct,High
23,14,4,0,1,0,0,0,Direct,Low
23,15,1,0,1,0,0,0,Indirect,High
23,16,2,0,0,0,0,0,Indirect,Low
23,17,3,0,0,0,1,0,Direct,High
23,18,4,0,0,0,0,0,Direct,Low
23,19,1,0,0,0,0,0,Indirect,High
23,20,2,1,0,0,1,0,Indirect,Low
23,21,3,0,0,0,0,0,Direct,High
23,22,4,0,0,0,0,0,Direct,Low
23,23,1,1,0,0,0,0,Indirect,High
23,24,2,0,0,0,0,0,Indirect,Low
23,25,3,0,1,0,0,0,Direct,High
23,26,4,0,0,1,0,0,Direct,Low
23,27,1,0,0,0,0,0,Indirect,High
23,28,2,0,0,0,0,0,Indirect,Low
24,1,2,1,1,0,0,0,Indirect,Low
24,2,3,0,0,1,1,0,Direct,High
24,3,4,1,0,0,0,0,Direct,Low
24,4,1,1,1,1,0,0,Indirect,High
24,5,2,1,1,0,0,0,Indirect,Low
24,6,3,1,0,1,0,0,Direct,High
24,7,4,0,0,1,1,0,Direct,Low
24,8,1,0,1,1,0,0,Indirect,High
24,9,2,0,0,0,0,0,Indirect,Low
24,10,3,1,1,0,1,0,Direct,High
24,11,4,0,0,0,0,0,Direct,Low
24,12,1,1,1,1,1,0,Indirect,High
24,13,2,0,1,0,0,0,Indirect,Low
24,14,3,0,0,0,0,0,Direct,High
24,15,4,1,0,1,0,0,Direct,Low
24,16,1,0,0,0,0,0,Indirect,High
24,17,2,1,0,0,0,0,Indirect,Low
24,18,3,1,0,0,0,0,Direct,High
24,19,4,1,1,1,0,0,Direct,Low
24,20,1,1,0,0,1,0,Indirect,High
24,21,2,0,0,0,0,0,Indirect,Low
24,22,3,1,0,1,1,0,Direct,High
24,23,4,0,0,1,0,0,Direct,Low
24,24,1,0,1,1,1,0,Indirect,High
24,25,2,1,0,0,0,0,Indirect,Low
24,26,3,0,0,1,0,0,Direct,High
24,27,4,1,1,1,0,0,Direct,Low
24,28,1,1,1,0,1,0,Indirect,High
25,1,1,0,0,0,0,0,Indirect,High
25,2,2,1,1,0,0,0,Indirect,Low
25,3,3,0,0,0,0,0,Direct,High
25,4,4,0,0,0,0,0,Direct,Low
25,5,1,0,0,0,0,0,Indirect,High
25,6,2,0,0,0,1,0,Indirect,Low
25,7,3,0,1,0,0,0,Direct,High
25,8,4,0,1,0,0,0,Direct,Low
25,9,1,0,0,0,0,0,Indirect,High
25,10,2,0,1,0,0,0,Indirect,Low
25,11,3,0,1,0,0,0,Direct,High
25,12,4,0,0,0,0,0,Direct,Low
25,13,1,0,1,0,0,0,Indirect,High
25,14,2,0,0,0,0,0,Indirect,Low
25,15,3,0,0,0,0,0,Direct,High
25,16,4,0,0,0,0,0,Direct,Low
25,17,1,0,0,0,0,0,Indirect,High
25,18,2,0,0,0,0,0,Indirect,Low
25,19,3,0,1,0,0,0,Direct,High
25,20,4,1,1,0,0,0,Direct,Low
25,21,1,0,0,0,0,0,Indirect,High
25,22,2,0,0,0,0,0,Indirect,Low
25,23,3,1,0,1,0,0,Direct,High
25,24,4,0,0,0,0,0,Direct,Low
25,25,1,0,0,0,0,0,Indirect,High
25,26,2,0,0,0,0,0,Indirect,Low
25,27,3,0,1,0,0,0,Direct,High
25,28,4,0,0,0,0,0,Direct,Low
26,1,4,0,1,0,1,0,Direct,Low
26,2,1,0,1,0,0,0,Indirect,High
26,3,2,0,0,0,0,0,Indirect,Low
26,4,3,0,0,0,0,0,Direct,High
26,5,4,0,0,0,0,0,Direct,Low
26,6,1,0,0,0,0,0,Indirect,High
26,7,2,0,0,0,0,0,Indirect,Low
26,8,3,0,0,0,1,0,Direct,High
26,9,4,0,0,0,0,0,Direct,Low
26,10,1,0,0,0,0,0,Indirect,High
26,11,2,0,0,0,0,0,Indirect,Low
26,12,3,0,0,0,0,0,Direct,High
26,13,4,1,0,0,0,0,Direct,Low
26,14,1,0,0,0,0,0,Indirect,High
26,15,2,0,0,0,0,0,Indirect,Low
26,16,3,0,0,0,0,0,Direct,High
26,17,4,0,0,0,0,0,Direct,Low
26,18,1,0,0,0,0,0,Indirect,High
26,19,2,1,1,0,0,0,Indirect,Low
26,20,3,0,0,0,0,0,Direct,High
26,21,4,0,1,0,0,0,Direct,Low
26,22,1,0,0,0,0,0,Indirect,High
26,23,2,1,1,0,0,0,Indirect,Low
26,24,3,0,0,0,0,0,Direct,High
26,25,4,0,1,0,0,0,Direct,Low
26,26,1,0,0,0,0,0,Indirect,High
26,27,2,0,0,0,0,0,Indirect,Low
26,28,3,0,1,0,1,0,Direct,High
27,1,3,0,0,0,0,0,Direct,High
27,2,4,1,1,0,0,0,Direct,Low
27,3,1,0,0,1,0,0,Indirect,High
27,4,2,0,0,0,0,0,Indirect,Low
27,5,3,1,0,1,0,0,Direct,High
27,6,4,0,0,0,0,0,Direct,Low
27,7,1,0,1,0,0,0,Indirect,High
27,8,2,,,,,,Indirect,Low
27,9,3,1,0,1,0,0,Direct,High
27,10,4,1,0,0,1,0,Direct,Low
27,11,1,0,0,0,0,0,Indirect,High
27,12,2,0,1,0,0,0,Indirect,Low
27,13,3,0,0,0,0,0,Direct,High
27,14,4,0,1,0,0,0,Direct,Low
27,15,1,1,1,1,1,0,Indirect,High
27,16,2,1,0,0,0,0,Indirect,Low
27,17,3,0,0,0,0,0,Direct,High
27,18,4,0,0,0,0,0,Direct,Low
27,19,1,0,1,0,0,0,Indirect,High
27,20,2,0,0,0,0,0,Indirect,Low
27,21,3,0,0,0,0,0,Direct,High
27,22,4,0,1,0,0,0,Direct,Low
27,23,1,0,0,0,1,0,Indirect,High
27,24,2,0,0,0,0,0,Indirect,Low
27,25,3,1,0,1,0,0,Direct,High
27,26,4,0,0,0,0,0,Direct,Low
27,27,1,0,0,0,0,0,Indirect,High
27,28,2,1,0,0,0,0,Indirect,Low
28,1,2,0,1,0,0,0,Indirect,Low
28,2,3,0,1,0,0,0,Direct,High
28,3,4,1,0,0,0,0,Direct,Low
28,4,1,0,0,0,0,0,Indirect,High
28,5,2,1,0,0,0,0,Indirect,Low
28,6,3,0,1,0,0,0,Direct,High
28,7,4,0,0,0,0,0,Direct,Low
28,8,1,0,0,0,0,0,Indirect,High
28,9,2,0,0,0,0,0,Indirect,Low
28,10,3,0,1,0,0,0,Direct,High
28,11,4,0,0,0,0,0,Direct,Low
28,12,1,1,0,1,0,0,Indirect,High
28,13,2,0,0,0,0,0,Indirect,Low
28,14,3,0,0,0,0,0,Direct,High
28,15,4,1,0,0,0,0,Direct,Low
28,16,1,0,0,0,0,0,Indirect,High
28,17,2,0,0,0,0,0,Indirect,Low
28,18,3,1,0,1,0,0,Direct,High
28,19,4,0,0,0,0,0,Direct,Low
28,20,1,0,0,0,0,0,Indirect,High
28,21,2,1,1,0,0,0,Indirect,Low
28,22,3,0,0,0,0,0,Direct,High
28,23,4,0,0,0,0,0,Direct,Low
28,24,1,0,0,0,0,0,Indirect,High
28,25,2,0,0,0,0,0,Indirect,Low
28,26,3,0,0,0,1,0,Direct,High
28,27,4,0,0,0,0,0,Direct,Low
28,28,1,0,0,0,0,0,Indirect,High
29,1,1,0,1,0,0,0,Indirect,High
29,2,2,1,0,1,1,0,Indirect,Low
29,3,3,0,0,0,1,0,Direct,High
29,4,4,0,0,0,1,0,Direct,Low
29,5,1,1,1,0,0,0,Indirect,High
29,6,2,0,1,0,1,0,Indirect,Low
29,7,3,0,0,0,0,0,Direct,High
29,8,4,1,1,1,0,0,Direct,Low
29,9,1,0,0,0,0,0,Indirect,High
29,10,2,0,0,0,0,0,Indirect,Low
29,11,3,0,0,0,1,0,Direct,High
29,12,4,0,1,0,0,0,Direct,Low
29,13,1,0,0,0,0,0,Indirect,High
29,14,2,0,1,0,0,0,Indirect,Low
29,15,3,0,0,0,1,0,Direct,High
29,16,4,0,1,0,0,0,Direct,Low
29,17,1,0,0,0,0,0,Indirect,High
29,18,2,0,0,0,1,0,Indirect,Low
29,19,3,0,0,0,0,0,Direct,High
29,20,4,0,0,0,0,0,Direct,Low
29,21,1,0,0,0,1,0,Indirect,High
29,22,2,1,1,0,0,0,Indirect,Low
29,23,3,0,0,0,0,0,Direct,High
29,24,4,0,1,0,1,0,Direct,Low
29,25,1,0,0,0,0,0,Indirect,High
29,26,2,0,0,0,0,0,Indirect,Low
29,27,3,0,0,0,0,0,Direct,High
29,28,4,0,0,0,0,0,Direct,Low
30,1,4,0,0,0,0,0,Direct,Low
30,2,1,0,1,0,0,0,Indirect,High
30,3,2,0,0,1,0,0,Indirect,Low
30,4,3,0,1,0,0,0,Direct,High
30,5,4,1,0,0,1,0,Direct,Low
30,6,1,1,1,1,0,0,Indirect,High
30,7,2,0,1,0,0,0,Indirect,Low
30,8,3,0,0,0,0,0,Direct,High
30,9,4,0,1,0,0,0,Direct,Low
30,10,1,1,0,0,0,0,Indirect,High
30,11,2,0,0,0,0,0,Indirect,Low
30,12,3,0,1,0,1,0,Direct,High
30,13,4,0,0,0,0,0,Direct,Low
30,14,1,1,1,1,1,0,Indirect,High
30,15,2,0,0,0,0,0,Indirect,Low
30,16,3,0,1,0,1,0,Direct,High
30,17,4,1,0,0,0,0,Direct,Low
30,18,1,0,0,0,1,0,Indirect,High
30,19,2,0,1,0,0,0,Indirect,Low
30,20,3,1,0,0,0,0,Direct,High
30,21,4,0,0,0,0,0,Direct,Low
30,22,1,0,1,0,0,0,Indirect,High
30,23,2,1,1,0,0,0,Indirect,Low
30,24,3,0,1,0,1,0,Direct,High
30,25,4,0,0,0,0,0,Direct,Low
30,26,1,0,1,1,0,0,Indirect,High
30,27,2,0,0,0,0,0,Indirect,Low
30,28,3,0,0,0,0,0,Direct,High
31,1,3,0,0,0,0,0,Direct,High
31,2,4,0,1,0,1,0,Direct,Low
31,3,1,0,1,0,0,0,Indirect,High
31,4,2,0,0,0,0,0,Indirect,Low
31,5,3,0,0,0,1,0,Direct,High
31,6,4,1,0,0,0,0,Direct,Low
31,7,1,0,0,0,0,0,Indirect,High
31,8,2,,,,,,Indirect,Low
31,9,3,0,0,0,0,0,Direct,High
31,10,4,0,0,0,0,0,Direct,Low
31,11,1,0,1,0,0,0,Indirect,High
31,12,2,0,0,0,0,0,Indirect,Low
31,13,3,0,0,0,0,0,Direct,High
31,14,4,0,1,0,0,0,Direct,Low
31,15,1,0,0,0,0,0,Indirect,High
31,16,2,0,0,0,0,0,Indirect,Low
31,17,3,0,0,0,1,0,Direct,High
31,18,4,0,0,0,0,0,Direct,Low
31,19,1,0,0,0,0,0,Indirect,High
31,20,2,1,1,1,0,0,Indirect,Low
31,21,3,0,1,0,0,0,Direct,High
31,22,4,1,0,0,0,0,Direct,Low
31,23,1,0,1,0,1,0,Indirect,High
31,24,2,0,1,0,1,0,Indirect,Low
31,25,3,0,1,0,0,0,Direct,High
31,26,4,0,0,0,0,0,Direct,Low
31,27,1,1,0,0,0,0,Indirect,High
31,28,2,0,0,0,0,0,Indirect,Low
32,1,2,0,0,0,0,0,Indirect,Low
32,2,3,0,0,0,0,0,Direct,High
32,3,4,0,1,0,0,0,Direct,Low
32,4,1,0,0,0,0,0,Indirect,High
32,5,2,1,1,0,0,0,Indirect,Low
32,6,3,0,0,0,0,0,Direct,High
32,7,4,1,0,1,1,0,Direct,Low
32,8,1,0,0,0,0,0,Indirect,High
32,9,2,1,0,0,0,0,Indirect,Low
32,10,3,0,0,0,0,0,Direct,High
32,11,4,0,0,0,0,0,Direct,Low
32,12,1,1,0,1,0,0,Indirect,High
32,13,2,0,0,0,0,0,Indirect,Low
32,14,3,0,1,0,0,0,Direct,High
32,15,4,0,0,0,0,0,Direct,Low
32,16,1,0,0,0,0,0,Indirect,High
32,17,2,0,1,0,0,0,Indirect,Low
32,18,3,1,1,0,1,0,Direct,High
32,19,4,1,1,0,0,0,Direct,Low
32,20,1,0,0,0,0,0,Indirect,High
32,21,2,0,1,0,0,0,Indirect,Low
32,22,3,1,0,1,0,0,Direct,High
32,23,4,0,0,0,0,0,Direct,Low
32,24,1,0,0,0,0,0,Indirect,High
32,25,2,1,0,0,0,0,Indirect,Low
32,26,3,0,0,0,1,0,Direct,High
32,27,4,0,0,0,0,0,Direct,Low
32,28,1,1,0,1,0,0,Indirect,High
33,1,4,0,0,0,0,0,Direct,Low
33,2,1,0,0,0,0,0,Indirect,High
33,3,2,1,1,0,0,0,Indirect,Low
33,4,3,0,0,0,0,0,Direct,High
33,5,4,1,0,1,1,0,Direct,Low
33,6,1,0,1,1,1,0,Indirect,High
33,7,2,1,1,1,0,0,Indirect,Low
33,8,3,0,0,0,0,0,Direct,High
33,9,4,0,0,0,0,0,Direct,Low
33,10,1,1,1,1,1,0,Indirect,High
33,11,2,0,0,0,0,0,Indirect,Low
33,12,3,0,0,0,1,0,Direct,High
33,13,4,0,0,0,0,0,Direct,Low
33,14,1,0,0,0,0,0,Indirect,High
33,15,2,0,1,0,0,0,Indirect,Low
33,16,3,0,0,0,0,0,Direct,High
33,17,4,0,0,1,0,0,Direct,Low
33,18,1,0,0,0,0,0,Indirect,High
33,19,2,0,0,0,0,0,Indirect,Low
33,20,3,0,0,0,0,0,Direct,High
33,21,4,0,0,0,0,0,Direct,Low
33,22,1,0,0,0,0,0,Indirect,High
33,23,2,0,0,0,0,0,Indirect,Low
33,24,3,0,0,0,0,0,Direct,High
33,25,4,0,0,0,0,0,Direct,Low
33,26,1,1,0,0,0,0,Indirect,High
33,27,2,0,1,0,1,0,Indirect,Low
33,28,3,0,0,0,0,0,Direct,High
34,1,1,0,1,0,0,0,Indirect,High
34,2,2,0,1,0,0,0,Indirect,Low
34,3,3,0,0,0,0,0,Direct,High
34,4,4,0,0,0,0,0,Direct,Low
34,5,1,0,0,0,0,0,Indirect,High
34,6,2,0,0,0,0,0,Indirect,Low
34,7,3,0,0,0,0,0,Direct,High
34,8,4,1,0,0,0,0,Direct,Low
34,9,1,0,0,0,0,0,Indirect,High
34,10,2,0,0,0,0,0,Indirect,Low
34,11,3,0,0,0,1,0,Direct,High
34,12,4,0,0,0,0,0,Direct,Low
34,13,1,0,0,0,0,0,Indirect,High
34,14,2,0,1,0,0,0,Indirect,Low
34,15,3,0,0,0,0,0,Direct,High
34,16,4,0,1,0,0,0,Direct,Low
34,17,1,0,0,0,0,0,Indirect,High
34,18,2,0,0,0,0,0,Indirect,Low
34,19,3,0,1,0,0,0,Direct,High
34,20,4,0,1,0,0,0,Direct,Low
34,21,1,0,0,0,0,0,Indirect,High
34,22,2,0,0,0,0,0,Indirect,Low
34,23,3,0,0,0,0,0,Direct,High
34,24,4,0,1,0,0,0,Direct,Low
34,25,1,0,0,0,0,0,Indirect,High
34,26,2,0,0,0,0,0,Indirect,Low
34,27,3,0,0,0,0,0,Direct,High
34,28,4,0,0,0,0,0,Direct,Low
35,1,3,0,0,0,0,0,Direct,High
35,2,4,1,0,0,0,0,Direct,Low
35,3,1,0,0,0,1,0,Indirect,High
35,4,2,0,0,1,0,0,Indirect,Low
35,5,3,0,0,0,1,0,Direct,High
35,6,4,0,0,0,0,0,Direct,Low
35,7,1,1,1,0,0,0,Indirect,High
35,8,2,,,,,,Indirect,Low
35,9,3,0,1,0,0,0,Direct,High
35,10,4,1,0,0,1,0,Direct,Low
35,11,1,0,0,0,0,0,Indirect,High
35,12,2,0,1,0,1,0,Indirect,Low
35,13,3,0,0,0,0,0,Direct,High
35,14,4,0,0,0,1,0,Direct,Low
35,15,1,0,1,1,1,0,Indirect,High
35,16,2,0,1,0,1,0,Indirect,Low
35,17,3,1,1,0,0,0,Direct,High
35,18,4,0,0,0,1,0,Direct,Low
35,19,1,0,0,0,0,0,Indirect,High
35,20,2,0,0,0,1,0,Indirect,Low
35,21,3,0,0,0,1,0,Direct,High
35,22,4,1,0,0,0,0,Direct,Low
35,23,1,1,1,0,1,0,Indirect,High
35,24,2,0,1,0,1,0,Indirect,Low
35,25,3,1,0,1,0,0,Direct,High
35,26,4,0,0,0,1,0,Direct,Low
35,27,1,0,0,0,0,0,Indirect,High
35,28,2,0,1,0,0,0,Indirect,Low
36,1,2,1,0,1,1,0,Indirect,Low
36,2,3,0,0,1,0,0,Direct,High
36,3,4,1,0,0,0,0,Direct,Low
36,4,1,1,1,1,0,0,Indirect,High
36,5,2,0,1,0,1,0,Indirect,Low
36,6,3,0,1,0,1,0,Direct,High
36,7,4,1,1,0,0,0,Direct,Low
36,8,1,0,1,0,1,0,Indirect,High
36,9,2,1,0,0,0,0,Indirect,Low
36,10,3,0,1,1,0,0,Direct,High
36,11,4,1,1,0,0,0,Direct,Low
36,12,1,1,1,1,0,0,Indirect,High
36,13,2,0,1,0,0,0,Indirect,Low
36,14,3,1,1,0,1,0,Direct,High
36,15,4,1,1,0,1,0,Direct,Low
36,16,1,0,1,1,1,0,Indirect,High
36,17,2,0,1,0,1,0,Indirect,Low
36,18,3,1,0,1,0,0,Direct,High
36,19,4,0,1,0,0,0,Direct,Low
36,20,1,0,1,0,0,0,Indirect,High
36,21,2,0,1,1,1,0,Indirect,Low
36,22,3,1,1,0,1,0,Direct,High
36,23,4,1,1,1,1,0,Direct,Low
36,24,1,0,1,1,0,0,Indirect,High
36,25,2,0,1,1,0,0,Indirect,Low
36,26,3,1,0,0,1,0,Direct,High
36,27,4,0,1,0,0,0,Direct,Low
36,28,1,1,0,0,1,0,Indirect,High
37,1,1,0,0,1,0,0,Indirect,High
37,2,2,1,0,1,1,0,Indirect,Low
37,3,3,0,0,0,0,0,Direct,High
37,4,4,1,0,1,0,0,Direct,Low
37,5,1,0,1,0,0,0,Indirect,High
37,6,2,0,0,0,0,0,Indirect,Low
37,7,3,1,0,0,0,0,Direct,High
37,8,4,1,1,1,0,0,Direct,Low
37,9,1,0,1,0,1,0,Indirect,High
37,10,2,1,1,0,0,0,Indirect,Low
37,11,3,0,0,0,1,0,Direct,High
37,12,4,0,0,0,1,0,Direct,Low
37,13,1,1,0,0,1,0,Indirect,High
37,14,2,0,0,0,0,0,Indirect,Low
37,15,3,1,0,0,0,0,Direct,High
37,16,4,1,1,0,0,0,Direct,Low
37,17,1,1,0,0,0,0,Indirect,High
37,18,2,0,0,0,1,0,Indirect,Low
37,19,3,0,0,0,0,0,Direct,High
37,20,4,0,0,0,0,0,Direct,Low
37,21,1,0,0,0,1,0,Indirect,High
37,22,2,0,0,0,0,0,Indirect,Low
37,23,3,1,0,1,0,0,Direct,High
37,24,4,1,1,1,0,0,Direct,Low
37,25,1,0,0,0,0,0,Indirect,High
37,26,2,0,0,0,1,0,Indirect,Low
37,27,3,0,0,0,0,0,Direct,High
37,28,4,0,0,1,0,0,Direct,Low
38,1,4,0,1,0,0,0,Direct,Low
38,2,1,0,0,0,0,0,Indirect,High
38,3,2,0,0,1,0,0,Indirect,Low
38,4,3,0,0,0,0,0,Direct,High
38,5,4,0,0,0,0,0,Direct,Low
38,6,1,0,0,0,1,0,Indirect,High
38,7,2,0,0,0,0,0,Indirect,Low
38,8,3,0,0,0,1,0,Direct,High
38,9,4,0,0,0,0,0,Direct,Low
38,10,1,1,1,0,0,0,Indirect,High
38,11,2,0,0,0,0,0,Indirect,Low
38,12,3,1,0,0,0,0,Direct,High
38,13,4,1,0,1,0,0,Direct,Low
38,14,1,0,0,0,0,0,Indirect,High
38,15,2,0,0,0,0,0,Indirect,Low
38,16,3,0,1,0,0,0,Direct,High
38,17,4,0,1,0,0,0,Direct,Low
38,18,1,0,0,0,0,0,Indirect,High
38,19,2,0,1,0,0,0,Indirect,Low
38,20,3,0,0,0,0,0,Direct,High
38,21,4,0,0,0,0,0,Direct,Low
38,22,1,0,0,0,0,0,Indirect,High
38,23,2,0,1,0,0,0,Indirect,Low
38,24,3,0,0,0,0,0,Direct,High
38,25,4,0,0,0,0,0,Direct,Low
38,26,1,0,0,0,0,0,Indirect,High
38,27,2,0,0,0,0,0,Indirect,Low
38,28,3,0,0,0,0,0,Direct,High
39,1,3,0,0,0,0,0,Direct,High
39,2,4,0,1,1,0,0,Direct,Low
39,3,1,0,0,1,0,0,Indirect,High
39,4,2,0,0,0,0,0,Indirect,Low
39,5,3,0,1,0,1,0,Direct,High
39,6,4,0,0,0,1,0,Direct,Low
39,7,1,1,0,0,1,0,Indirect,High
39,8,2,,,,,,Indirect,Low
39,9,3,0,0,0,0,0,Direct,High
39,10,4,1,0,1,0,0,Direct,Low
39,11,1,0,0,0,1,0,Indirect,High
39,12,2,0,1,0,1,0,Indirect,Low
39,13,3,1,1,0,0,0,Direct,High
39,14,4,1,0,0,0,0,Direct,Low
39,15,1,0,0,1,0,0,Indirect,High
39,16,2,0,1,0,1,0,Indirect,Low
39,17,3,0,0,0,0,0,Direct,High
39,18,4,0,0,0,1,0,Direct,Low
39,19,1,0,1,0,0,0,Indirect,High
39,20,2,0,1,0,1,0,Indirect,Low
39,21,3,0,1,0,1,0,Direct,High
39,22,4,0,1,0,0,0,Direct,Low
39,23,1,1,0,1,0,0,Indirect,High
39,24,2,0,0,0,1,0,Indirect,Low
39,25,3,0,1,0,0,0,Direct,High
39,26,4,0,1,0,1,0,Direct,Low
39,27,1,0,0,0,1,0,Indirect,High
39,28,2,0,1,0,0,0,Indirect,Low
40,1,2,1,0,0,1,0,Indirect,Low
40,2,3,1,0,0,1,0,Direct,High
40,3,4,0,0,0,0,0,Direct,Low
40,4,1,1,0,0,0,0,Indirect,High
40,5,2,0,0,0,0,0,Indirect,Low
40,6,3,0,0,0,0,0,Direct,High
40,7,4,0,0,0,0,0,Direct,Low
40,8,1,0,0,0,0,0,Indirect,High
40,9,2,0,0,0,0,0,Indirect,Low
40,10,3,0,0,0,0,0,Direct,High
40,11,4,0,0,0,1,0,Direct,Low
40,12,1,0,0,0,0,0,Indirect,High
40,13,2,0,0,1,0,0,Indirect,Low
40,14,3,0,0,0,0,0,Direct,High
40,15,4,0,1,0,0,0,Direct,Low
40,16,1,0,1,0,0,0,Indirect,High
40,17,2,1,0,0,0,0,Indirect,Low
40,18,3,0,0,0,0,0,Direct,High
40,19,4,1,0,0,0,0,Direct,Low
40,20,1,1,0,0,0,0,Indirect,High
40,21,2,0,0,0,0,0,Indirect,Low
40,22,3,0,0,0,0,0,Direct,High
40,23,4,1,0,0,0,0,Direct,Low
40,24,1,0,0,0,0,0,Indirect,High
40,25,2,0,0,0,0,0,Indirect,Low
40,26,3,0,0,0,0,0,Direct,High
40,27,4,1,0,0,0,0,Direct,Low
40,28,1,0,0,0,0,0,Indirect,High
41,1,1,0,0,0,0,0,Indirect,High
41,2,2,0,1,1,1,0,Indirect,Low
41,3,3,0,1,1,1,0,Direct,High
41,4,4,0,1,0,0,0,Direct,Low
41,5,1,0,1,0,0,0,Indirect,High
41,6,2,1,0,0,0,0,Indirect,Low
41,7,3,1,1,1,0,0,Direct,High
41,8,4,0,1,0,0,0,Direct,Low
41,9,1,0,0,0,0,0,Indirect,High
41,10,2,1,0,0,0,0,Indirect,Low
41,11,3,0,0,0,0,0,Direct,High
41,12,4,1,1,0,0,0,Direct,Low
41,13,1,0,0,0,0,0,Indirect,High
41,14,2,0,0,0,1,0,Indirect,Low
41,15,3,0,0,0,0,0,Direct,High
41,16,4,1,0,0,1,0,Direct,Low
41,17,1,1,1,0,0,0,Indirect,High
41,18,2,0,0,0,1,0,Indirect,Low
41,19,3,0,0,0,0,0,Direct,High
41,20,4,0,0,0,0,0,Direct,Low
41,21,1,0,0,0,0,0,Indirect,High
41,22,2,0,1,1,0,0,Indirect,Low
41,23,3,1,1,0,0,0,Direct,High
41,24,4,0,0,0,0,0,Direct,Low
41,25,1,0,0,0,0,0,Indirect,High
41,26,2,1,0,0,0,0,Indirect,Low
41,27,3,0,0,1,0,0,Direct,High
41,28,4,0,0,1,0,0,Direct,Low
42,1,4,0,0,0,0,0,Direct,Low
42,2,1,0,0,0,0,0,Indirect,High
42,3,2,0,0,1,0,0,Indirect,Low
42,4,3,0,0,0,0,0,Direct,High
42,5,4,0,0,0,0,0,Direct,Low
42,6,1,0,0,0,0,0,Indirect,High
42,7,2,0,0,0,0,0,Indirect,Low
42,8,3,0,0,0,0,0,Direct,High
42,9,4,0,0,0,0,0,Direct,Low
42,10,1,0,0,0,0,0,Indirect,High
42,11,2,0,0,0,0,0,Indirect,Low
42,12,3,0,0,0,0,0,Direct,High
42,13,4,0,0,0,0,0,Direct,Low
42,14,1,0,0,0,0,0,Indirect,High
42,15,2,0,1,1,0,0,Indirect,Low
42,16,3,0,0,0,0,0,Direct,High
42,17,4,0,0,0,0,0,Direct,Low
42,18,1,0,0,0,0,0,Indirect,High
42,19,2,0,0,0,0,0,Indirect,Low
42,20,3,0,0,0,1,0,Direct,High
42,21,4,0,0,0,0,0,Direct,Low
42,22,1,0,0,0,0,0,Indirect,High
42,23,2,0,1,0,0,0,Indirect,Low
42,24,3,0,0,0,0,0,Direct,High
42,25,4,0,0,0,1,0,Direct,Low
42,26,1,0,0,0,0,0,Indirect,High
42,27,2,0,0,0,0,0,Indirect,Low
42,28,3,0,0,0,0,0,Direct,High
43,1,3,1,1,0,0,0,Direct,High
43,2,4,1,1,1,1,0,Direct,Low
43,3,1,0,0,1,0,0,Indirect,High
43,4,2,1,0,0,0,0,Indirect,Low
43,5,3,0,0,1,0,0,Direct,High
43,6,4,1,1,0,1,0,Direct,Low
43,7,1,1,0,0,0,0,Indirect,High
43,8,2,1,1,0,0,0,Indirect,Low
43,9,3,1,1,1,0,0,Direct,High
43,10,4,1,1,0,1,0,Direct,Low
43,11,1,1,0,1,1,0,Indirect,High
43,12,2,0,0,1,1,0,Indirect,Low
43,13,3,0,0,0,0,0,Direct,High
43,14,4,1,1,0,1,0,Direct,Low
43,15,1,0,0,1,0,0,Indirect,High
43,16,2,1,0,1,0,0,Indirect,Low
43,17,3,1,1,0,1,0,Direct,High
43,18,4,1,0,1,1,0,Direct,Low
43,19,1,0,1,1,0,0,Indirect,High
43,20,2,1,0,1,1,0,Indirect,Low
43,21,3,0,0,0,0,0,Direct,High
43,22,4,1,1,1,0,0,Direct,Low
43,23,1,1,1,1,1,0,Indirect,High
43,24,2,0,0,1,1,0,Indirect,Low
43,25,3,1,0,0,0,0,Direct,High
43,26,4,0,0,1,1,0,Direct,Low
43,27,1,0,1,0,1,0,Indirect,High
43,28,2,1,1,0,0,0,Indirect,Low
44,1,2,1,0,0,0,0,Indirect,Low
44,2,3,0,0,0,0,0,Direct,High
44,3,4,0,0,0,0,0,Direct,Low
44,4,1,0,1,0,0,0,Indirect,High
44,5,2,1,1,0,0,0,Indirect,Low
44,6,3,1,1,1,0,0,Direct,High
