P.s,Item,Condition,Probmanip,Speaker,statement,response,final,Meaning,Imposition
39,14,4,1095,,1834,1348,1728,Direct,Low
39,15,1,2759,,1340,1269,1573,Indirect,High
39,16,2,1263,,1901,1840,3221,Indirect,Low
39,17,3,1562,,1446,1225,1893,Direct,High
39,18,4,1376,253,1518,831,1495,Direct,Low
39,19,1,1966,,2407,1469,1267,Indirect,High
39,20,2,1426,,1498,2702,2908,Indirect,Low
39,21,3,994,,1679,1848,2551,Direct,High
39,22,4,2592,,1427,1735,1360,Direct,Low
39,23,1,1999,553,1480,1623,1500,Indirect,High
39,24,2,839,321,1424,1511,1342,Indirect,Low
39,25,3,1602,223,1089,873,1646,Direct,High
39,26,4,3001,,2006,1191,1960,Direct,Low
39,27,1,6781,,980,1007,1143,Indirect,High
39,28,2,1361,,1190,1430,2156,Indirect,Low
40,1,2,2009,696,1992,4561,2457,Indirect,Low
40,2,3,1555,593,2233,1609,2522,Direct,High
40,3,4,3209,265,1236,1597,1634,Direct,Low
40,4,1,3054,270,1314,1906,2868,Indirect,High
40,5,2,1323,333,2568,1064,6366,Indirect,Low
40,6,3,3275,364,1807,1897,1326,Direct,High
40,7,4,2143,271,838,1391,2386,Direct,Low
40,8,1,1508,253,835,1395,1032,Indirect,High
40,9,2,4097,319,991,2075,2027,Indirect,Low
40,10,3,1865,271,2080,1045,1875,Direct,High
40,11,4,2283,945,1895,,3665,Direct,Low
40,12,1,1868,246,1502,1565,879,Indirect,High
40,13,2,2757,249,1282,1488,3252,Indirect,Low
40,14,3,1981,369,1383,2127,1375,Direct,High
40,15,4,2342,,,3453,1470,Direct,Low
40,16,1,3449,443,1520,2930,3028,Indirect,High
40,17,2,2717,293,1017,2156,1442,Indirect,Low
40,18,3,1705,380,2559,1972,1004,Direct,High
40,19,4,5584,1592,2117,1740,1294,Direct,Low
40,20,1,,,3223,2026,1265,Indirect,High
40,21,2,4603,642,2041,2099,2064,Indirect,Low
40,22,3,2245,157,800,1582,1042,Direct,High
40,23,4,5989,258,2826,3732,1002,Direct,Low
40,24,1,1127,343,1877,2570,1045,Indirect,High
40,25,2,2146,218,1918,1639,1891,Indirect,Low
40,26,3,2136,301,2368,2233,2473,Direct,High
40,27,4,3195,307,1450,1469,2192,Direct,Low
40,28,1,2325,357,1260,1943,2593,Indirect,High
41,1,1,2591,314,1744,2135,1645,Indirect,High
41,2,2,1154,214,1450,4785,2060,Indirect,Low
41,3,3,1208,364,1575,,2948,Direct,High
41,4,4,1541,230,1852,1091,244,Direct,Low
41,5,1,978,321,2253,622,238,Indirect,High
41,6,2,2336,134,1548,1204,2245,Indirect,Low
41,7,3,1293,238,2870,2194,2797,Direct,High
41,8,4,1663,,1266,923,349,Direct,Low
41,9,1,2335,,819,531,1175,Indirect,High
41,10,2,5271,193,628,1703,1003,Indirect,Low
41,11,3,991,307,921,586,1489,Direct,High
41,12,4,1958,256,1286,1056,5703,Direct,Low
41,13,1,1169,,349,827,843,Indirect,High
41,14,2,2403,153,1662,2084,3145,Indirect,Low
41,15,3,1638,241,1560,1112,620,Direct,High
41,16,4,2413,955,501,998,3948,Direct,Low
41,17,1,651,226,579,3078,1147,Indirect,High
41,18,2,642,200,841,1399,706,Indirect,Low
41,19,3,2362,203,1156,674,732,Direct,High
41,20,4,3036,289,1202,914,1589,Direct,Low
41,21,1,2052,254,856,750,1893,Indirect,High
41,22,2,758,235,672,3277,524,Indirect,Low
41,23,3,1963,247,2630,1430,1853,Direct,High
41,24,4,505,183,752,824,,Direct,Low
41,25,1,902,177,1459,1756,1087,Indirect,High
41,26,2,1435,337,2222,1355,10011,Indirect,Low
41,27,3,3456,168,1042,748,984,Direct,High
41,28,4,1426,,,2135,1484,Direct,Low
42,1,4,1887,525,869,1667,1623,Direct,Low
42,2,1,1307,388,2049,1425,1995,Indirect,High
42,3,2,1369,355,1521,4285,1360,Indirect,Low
42,4,3,2019,586,1611,3275,1576,Direct,High
42,5,4,2221,488,1606,1275,1424,Direct,Low
42,6,1,2840,444,1698,1303,1698,Indirect,High
42,7,2,2177,492,958,1522,2330,Indirect,Low
42,8,3,1426,408,1123,906,1244,Direct,High
42,9,4,2533,641,1149,1942,2194,Direct,Low
42,10,1,1564,553,891,1016,1387,Indirect,High
42,11,2,1396,1263,1731,1868,1933,Indirect,Low
42,12,3,2195,443,1186,1523,1265,Direct,High
42,13,4,2005,534,2095,1851,2543,Direct,Low
42,14,1,1635,649,1792,1867,1682,Indirect,High
42,15,2,1920,597,2054,1932,2280,Indirect,Low
42,16,3,2416,646,1012,2069,2392,Direct,High
42,17,4,2022,781,1622,1636,1322,Direct,Low
42,18,1,1589,292,1082,1351,937,Indirect,High
42,19,2,2344,1087,1988,1336,1449,Indirect,Low
42,20,3,1887,433,1233,,4624,Direct,High
42,21,4,1749,1055,1063,1458,1068,Direct,Low
42,22,1,1251,483,1103,1316,1511,Indirect,High
42,23,2,2553,347,1559,1632,1574,Indirect,Low
42,24,3,931,415,861,1253,819,Direct,High
42,25,4,1954,446,1143,2177,1980,Direct,Low
42,26,1,1287,618,1574,2457,1718,Indirect,High
42,27,2,2561,708,926,1652,2222,Indirect,Low
42,28,3,1524,303,958,2106,2412,Direct,High
43,1,3,659,87,116,5304,1440,Direct,High
43,2,4,1250,,1153,3124,1279,Direct,Low
43,3,1,403,,574,1569,911,Indirect,High
43,4,2,1688,,127,3558,729,Indirect,Low
43,5,3,613,299,496,982,2538,Direct,High
43,6,4,1676,,1216,356,6392,Direct,Low
43,7,1,1551,,474,3638,1452,Indirect,High
43,8,2,1705,,1678,311,5497,Indirect,Low
43,9,3,974,,235,5979,1550,Direct,High
43,10,4,985,,486,2133,751,Direct,Low
43,11,1,555,215,436,426,3877,Indirect,High
43,12,2,1024,,887,1796,2330,Indirect,Low
43,13,3,678,137,451,634,1448,Direct,High
43,14,4,870,,1797,4973,3277,Direct,Low
43,15,1,1114,,620,1999,522,Indirect,High
43,16,2,1266,,464,1955,3081,Indirect,Low
43,17,3,1449,,1096,1684,1374,Direct,High
43,18,4,661,201,1004,1373,,Direct,Low
43,19,1,1453,,1397,441,711,Indirect,High
43,20,2,1282,,658,5566,1339,Indirect,Low
43,21,3,1296,,504,513,2191,Direct,High
43,22,4,557,,460,431,6782,Direct,Low
43,23,1,2280,206,537,806,2090,Indirect,High
43,24,2,472,,317,1311,1016,Indirect,Low
43,25,3,1739,931,1521,1291,3017,Direct,High
43,26,4,375,,739,1863,1271,Direct,Low
43,27,1,2111,,1534,1002,1598,Indirect,High
43,28,2,949,,987,3330,2320,Indirect,Low
44,1,2,1473,192,862,1348,2200,Indirect,Low
44,2,3,1399,381,1987,756,1161,Direct,High
44,3,4,1134,242,686,2420,1369,Direct,Low
44,4,1,1468,185,1032,1613,1896,Indirect,High
44,5,2,2273,2517,1775,1873,1308,Indirect,Low
44,6,3,2801,249,1190,669,3370,Direct,High
44,7,4,1085,120,677,2015,2444,Direct,Low
44,8,1,727,125,819,486,1386,Indirect,High
44,9,2,5485,181,575,658,2112,Indirect,Low
44,10,3,1583,255,1370,923,2881,Direct,High
44,11,4,1415,1027,802,877,2521,Direct,Low
44,12,1,979,,1005,1094,2336,Indirect,High
44,13,2,1793,209,655,1286,1575,Indirect,Low
44,14,3,1049,,1307,1159,1366,Direct,High
44,15,4,2995,494,1074,1360,2464,Direct,Low
44,16,1,2731,118,1356,2498,3524,Indirect,High
44,17,2,2675,159,296,878,2473,Indirect,Low
44,18,3,1581,,585,1177,2025,Direct,High
44,19,4,1774,,895,643,1752,Direct,Low
44,20,1,1096,153,732,1433,2624,Indirect,High
44,21,2,2363,302,734,920,1081,Indirect,Low
44,22,3,856,303,550,934,1346,Direct,High
44,23,4,1686,299,941,697,2450,Direct,Low
44,24,1,1077,370,743,901,1469,Indirect,High
44,25,2,801,,941,1269,1828,Indirect,Low
44,26,3,2098,229,1146,1243,2232,Direct,High
44,27,4,2230,269,469,718,1660,Direct,Low
44,28,1,1251,160,545,1055,3405,Indirect,High
45,1,1,1902,279,1207,1063,1442,Indirect,High
45,2,2,1217,260,1432,1087,6080,Indirect,Low
45,3,3,1383,283,887,1209,1277,Direct,High
45,4,4,2188,403,993,1606,767,Direct,Low
45,5,1,1077,485,2236,1379,7804,Indirect,High
45,6,2,1725,245,1227,1819,710,Indirect,Low
45,7,3,2090,617,649,1246,1765,Direct,High
45,8,4,948,182,745,2264,2322,Direct,Low
45,9,1,1903,246,698,1061,2879,Indirect,High
45,10,2,2038,355,705,999,3652,Indirect,Low
45,11,3,1121,477,837,904,976,Direct,High
45,12,4,1392,203,669,1109,666,Direct,Low
45,13,1,3147,446,661,2207,2508,Indirect,High
45,14,2,2364,258,931,1818,2022,Indirect,Low
45,15,3,1296,203,765,1191,975,Direct,High
45,16,4,1735,519,246,1101,1796,Direct,Low
45,17,1,1393,322,666,1094,925,Indirect,High
45,18,2,1996,485,1150,1421,706,Indirect,Low
45,19,3,1749,222,1164,693,1049,Direct,High
45,20,4,2305,620,1417,1697,2926,Direct,Low
45,21,1,1011,209,930,1504,841,Indirect,High
45,22,2,1262,198,699,999,790,Indirect,Low
45,23,3,3139,415,1896,1035,1103,Direct,High
45,24,4,656,219,619,396,1893,Direct,Low
45,25,1,1309,225,1299,2283,2395,Indirect,High
45,26,2,1267,295,1100,978,1853,Indirect,Low
45,27,3,2278,695,1333,959,1589,Direct,High
45,28,4,1247,298,513,2583,2374,Direct,Low
46,1,4,2155,639,1125,1356,2455,Direct,Low
46,2,1,6043,510,1498,1110,2202,Indirect,High
46,3,2,1439,356,1428,1648,2066,Indirect,Low
46,4,3,3210,846,2409,1638,1242,Direct,High
46,5,4,1087,186,2163,877,1286,Direct,Low
46,6,1,2919,633,3503,1311,1952,Indirect,High
46,7,2,2651,391,553,924,2646,Indirect,Low
46,8,3,1314,310,565,716,632,Direct,High
46,9,4,2834,,1278,1785,3431,Direct,Low
46,10,1,1674,,1175,954,1295,Indirect,High
46,11,2,1802,978,1174,1036,3178,Indirect,Low
46,12,3,5937,413,1488,1659,3169,Direct,High
46,13,4,2811,283,3250,1446,2246,Direct,Low
46,14,1,2493,,2107,2400,1470,Indirect,High
46,15,2,2458,,1900,1595,947,Indirect,Low
46,16,3,2990,426,728,1696,2156,Direct,High
46,17,4,2342,478,5120,2230,1258,Direct,Low
46,18,1,2327,436,1090,975,1568,Indirect,High
46,19,2,2501,1444,1700,1821,10702,Indirect,Low
46,20,3,1524,324,2259,1699,2925,Direct,High
46,21,4,1311,554,842,602,2663,Direct,Low
46,22,1,1138,,1116,1053,2367,Indirect,High
46,23,2,2293,541,778,2608,4899,Indirect,Low
46,24,3,1353,359,772,1630,422,Direct,High
46,25,4,2363,513,1145,7412,4101,Direct,Low
46,26,1,1609,,2338,2161,2976,Indirect,High
46,27,2,3233,544,3113,1182,7952,Indirect,Low
46,28,3,6839,297,723,1169,3330,Direct,High
47,1,3,1119,336,1407,234,1913,Direct,High
47,2,4,1737,,1231,910,1213,Direct,Low
47,3,1,1953,337,959,1180,1925,Indirect,High
47,4,2,4353,580,959,943,2119,Indirect,Low
47,5,3,5678,,1551,1282,773,Direct,High
47,6,4,1564,,2063,916,1394,Direct,Low
47,7,1,1343,,671,1838,1524,Indirect,High
47,8,2,1380,,2956,661,2144,Indirect,Low
47,9,3,2499,274,791,940,1825,Direct,High
47,10,4,2013,346,5603,752,1841,Direct,Low
47,11,1,1325,380,1338,792,961,Indirect,High
47,12,2,1240,285,1289,862,1356,Indirect,Low
47,13,3,1121,301,1571,1212,2269,Direct,High
47,14,4,2253,3736,1072,1877,1392,Direct,Low
47,15,1,1954,191,1076,1170,1431,Indirect,High
47,16,2,1349,341,530,1097,2397,Indirect,Low
47,17,3,1465,,1920,1245,1264,Direct,High
47,18,4,1242,259,1497,641,1412,Direct,Low
47,19,1,1621,,1458,885,1339,Indirect,High
47,20,2,1514,,1230,1479,1347,Indirect,Low
47,21,3,1082,508,859,1141,1403,Direct,High
47,22,4,860,244,1406,1480,1304,Direct,Low
47,23,1,1390,178,765,752,1435,Indirect,High
47,24,2,1586,,1119,1095,752,Indirect,Low
47,25,3,978,,2662,1136,1841,Direct,High
47,26,4,1724,377,1226,889,1977,Direct,Low
47,27,1,1564,,980,714,1760,Indirect,High
47,28,2,1355,338,692,1218,1295,Indirect,Low
48,1,2,2511,392,1465,2777,2057,Indirect,Low
48,2,3,1945,293,2159,1078,1545,Direct,High
48,3,4,2316,490,1321,1697,1710,Direct,Low
48,4,1,4036,,3180,2827,2328,Indirect,High
48,5,2,2341,263,2769,1579,1718,Indirect,Low
48,6,3,1989,260,1975,1622,653,Direct,High
48,7,4,2760,,1396,1554,2137,Direct,Low
48,8,1,1144,,2000,973,888,Indirect,High
48,9,2,4811,,2942,1582,2586,Indirect,Low
48,10,3,2620,680,2100,800,1033,Direct,High
48,11,4,1631,3989,1157,1702,1914,Direct,Low
48,12,1,1491,,1634,1469,2202,Indirect,High
48,13,2,4399,,2472,2020,2245,Indirect,Low
48,14,3,2896,,3293,2205,1223,Direct,High
48,15,4,2731,,2028,1739,1860,Direct,Low
48,16,1,4480,,1785,4155,4236,Indirect,High
48,17,2,4396,,1450,2280,1471,Indirect,Low
48,18,3,2210,319,1297,1578,1591,Direct,High
48,19,4,2699,384,2499,2531,999,Direct,Low
48,20,1,1923,254,1868,2716,2867,Indirect,High
48,21,2,2623,,2928,1855,1341,Indirect,Low
48,22,3,1705,,1976,1840,1280,Direct,High
48,23,4,3041,,2118,1793,1557,Direct,Low
48,24,1,1917,,2333,2160,1745,Indirect,High
48,25,2,2489,,1967,1227,2128,Indirect,Low
48,26,3,1726,313,2219,3169,2587,Direct,High
48,27,4,2979,,2078,2103,2210,Direct,Low
48,28,1,2749,,1447,2648,3838,Indirect,High
49,1,1,1258,200,917,3365,1402,Indirect,High
49,2,2,1082,749,2248,1746,1892,Indirect,Low
49,3,3,1708,896,1122,1277,1147,Direct,High
49,4,4,6996,194,1925,1349,925,Direct,Low
49,5,1,2092,,4257,,8129,Indirect,High
49,6,2,1364,173,2272,2562,2242,Indirect,Low
49,7,3,2105,326,3280,1060,1871,Direct,High
49,8,4,1408,188,583,1737,1664,Direct,Low
49,9,1,1934,246,594,1299,2942,Indirect,High
49,10,2,3127,208,2228,3760,1001,Indirect,Low
49,11,3,2143,501,1045,754,1391,Direct,High
49,12,4,1296,230,828,849,1647,Direct,Low
49,13,1,1110,202,969,1819,2576,Indirect,High
49,14,2,2489,346,1555,1997,,Indirect,Low
49,15,3,915,217,313,969,825,Direct,High
49,16,4,1764,6083,752,1437,2896,Direct,Low
49,17,1,1270,180,676,986,978,Indirect,High
49,18,2,1142,158,325,975,1275,Indirect,Low
49,19,3,2663,206,981,972,2166,Direct,High
49,20,4,4116,178,2032,1326,1580,Direct,Low
49,21,1,1081,189,790,714,1571,Indirect,High
49,22,2,2013,188,721,2125,1275,Indirect,Low
49,23,3,2865,183,3047,1140,1245,Direct,High
49,24,4,1033,221,637,1843,763,Direct,Low
49,25,1,2077,210,2152,1543,1906,Indirect,High
49,26,2,1722,362,1080,919,2363,Indirect,Low
49,27,3,2462,333,2484,598,1373,Direct,High
49,28,4,988,282,703,1199,2190,Direct,Low
50,1,4,2383,469,1631,2199,1535,Direct,Low
50,2,1,1446,397,2989,1611,1814,Indirect,High
50,3,2,3124,264,1285,1437,1007,Indirect,Low
50,4,3,2232,336,2914,1580,952,Direct,High
50,5,4,1599,292,1543,997,845,Direct,Low
50,6,1,2373,320,1363,1386,562,Indirect,High
50,7,2,3525,320,658,907,1671,Indirect,Low
50,8,3,2064,358,776,861,714,Direct,High
50,9,4,2509,327,1142,1240,1597,Direct,Low
50,10,1,2154,562,1250,1010,1427,Indirect,High
50,11,2,1691,721,2325,1540,1261,Indirect,Low
50,12,3,2150,387,1085,1009,1404,Direct,High
50,13,4,2530,348,1532,1652,1554,Direct,Low
50,14,1,2009,572,1391,3976,1178,Indirect,High
50,15,2,2445,712,1609,1484,742,Indirect,Low
50,16,3,2595,333,1128,1917,2255,Direct,High
50,17,4,2772,339,1174,1905,765,Direct,Low
50,18,1,2122,627,1300,1715,1191,Indirect,High
50,19,2,1871,,2502,1119,1021,Indirect,Low
50,20,3,1980,325,1468,1358,1956,Direct,High
50,21,4,1565,343,1075,1402,850,Direct,Low
50,22,1,2742,522,703,1352,453,Indirect,High
50,23,2,2565,417,2548,1352,741,Indirect,Low
50,24,3,1425,,1745,1412,731,Direct,High
50,25,4,1489,422,1061,1153,2822,Direct,Low
50,26,1,2263,313,2312,2235,2228,Indirect,High
50,27,2,2207,282,1102,1194,1111,Indirect,Low
50,28,3,2049,374,1112,1747,4036,Direct,High
51,1,3,1996,,1798,2867,2215,Direct,High
51,2,4,1494,259,2167,1086,1942,Direct,Low
51,3,1,2460,205,1393,2279,1228,Indirect,High
51,4,2,3490,,2684,2603,2700,Indirect,Low
51,5,3,2297,547,3603,1281,1732,Direct,High
51,6,4,3326,,2508,1516,1432,Direct,Low
51,7,1,2778,379,593,1428,1697,Indirect,High
51,8,2,2286,,2378,1058,717,Indirect,Low
51,9,3,3218,,1773,1309,2286,Direct,High
51,10,4,4080,353,1497,976,1078,Direct,Low
51,11,1,2357,934,2360,2643,4879,Indirect,High
51,12,2,1933,,1321,1139,1481,Indirect,Low
51,13,3,1674,492,2426,3200,1194,Direct,High
51,14,4,2794,732,1123,2841,1359,Direct,Low
51,15,1,2520,508,2488,1809,1643,Indirect,High
51,16,2,3001,,2429,2407,2816,Indirect,Low
51,17,3,2695,393,2755,1739,1795,Direct,High
51,18,4,2497,776,1864,2052,1199,Direct,Low
51,19,1,2761,507,2440,1174,1143,Indirect,High
51,20,2,2110,895,1281,2662,1980,Indirect,Low
51,21,3,2405,526,1822,2863,913,Direct,High
51,22,4,1505,,1842,1507,1363,Direct,Low
51,23,1,3026,458,859,1551,1383,Indirect,High
51,24,2,1054,347,965,1717,1072,Indirect,Low
51,25,3,1295,276,3067,1805,2138,Direct,High
51,26,4,2067,368,2233,2026,2542,Direct,Low
51,27,1,2704,484,1652,1772,2409,Indirect,High
51,28,2,2689,371,959,3302,2873,Indirect,Low
52,1,2,1675,,860,1344,1010,Indirect,Low
52,2,3,924,,2041,372,7413,Direct,High
52,3,4,1115,212,1117,1440,1403,Direct,Low
52,4,1,1826,173,905,1432,828,Indirect,High
52,5,2,1364,753,,2825,9296,Indirect,Low
52,6,3,2375,172,924,915,1141,Direct,High
52,7,4,2309,,701,1331,3014,Direct,Low
52,8,1,1139,221,801,689,1551,Indirect,High
52,9,2,1858,,328,1494,2786,Indirect,Low
52,10,3,1749,244,933,720,1869,Direct,High
52,11,4,1566,974,1665,1366,1195,Direct,Low
52,12,1,1286,279,1186,1091,1049,Indirect,High
52,13,2,2449,235,1074,213,11885,Indirect,Low
52,14,3,1903,,676,1333,1409,Direct,High
52,15,4,1421,303,990,1224,986,Direct,Low
52,16,1,2233,,682,1745,5983,Indirect,High
52,17,2,1969,315,503,1806,6388,Indirect,Low
52,18,3,1353,278,719,785,830,Direct,High
52,19,4,2847,144,1012,566,667,Direct,Low
52,20,1,1021,,1146,1375,1313,Indirect,High
52,21,2,1739,439,1394,1268,1956,Indirect,Low
52,22,3,1140,212,945,1039,987,Direct,High
52,23,4,1382,126,928,1157,1025,Direct,Low
52,24,1,1027,241,786,712,949,Indirect,High
52,25,2,1079,209,1264,1065,1342,Indirect,Low
52,26,3,1695,280,2057,1540,8925,Direct,High
52,27,4,1682,289,644,1041,1187,Direct,Low
52,28,1,1353,459,746,1310,1861,Indirect,High
53,1,1,2803,,2801,2950,3288,Indirect,High
53,2,2,1827,465,2990,1272,2485,Indirect,Low
53,3,3,2426,356,2265,3568,1755,Direct,High
53,4,4,2783,325,1975,2698,2363,Direct,Low
53,5,1,2279,470,1855,1135,1345,Indirect,High
53,6,2,2299,490,1836,1679,1755,Indirect,Low
53,7,3,7151,,1765,1904,2909,Direct,High
53,8,4,2608,,2205,1152,2258,Direct,Low
53,9,1,3023,,1245,1645,2421,Indirect,High
53,10,2,4336,323,918,1157,1371,Indirect,Low
53,11,3,1519,705,1343,1820,1889,Direct,High
53,12,4,3039,,1569,1519,1667,Direct,Low
53,13,1,3027,,289,2068,1631,Indirect,High
53,14,2,2543,,1390,1870,1705,Indirect,Low
53,15,3,789,4283,1717,1730,2095,Direct,High
53,16,4,4201,644,1458,1854,2845,Direct,Low
53,17,1,2829,433,1881,1444,935,Indirect,High
53,18,2,2666,149,1295,2574,2675,Indirect,Low
53,19,3,2206,,2697,1200,1034,Direct,High
53,20,4,1420,,2369,2603,1491,Direct,Low
53,21,1,2318,,3766,2489,3237,Indirect,High
53,22,2,2473,416,2399,2777,1053,Indirect,Low
53,23,3,3325,638,2407,2288,2519,Direct,High
53,24,4,2149,,2521,1523,767,Direct,Low
53,25,1,1940,,2515,1403,2473,Indirect,High
53,26,2,3341,563,2730,2237,2982,Indirect,Low
53,27,3,3368,413,1701,2445,3047,Direct,High
53,28,4,1798,762,1871,2368,3587,Direct,Low
54,1,4,1961,,2423,2103,1409,Direct,Low
54,2,1,2893,514,3849,1337,2486,Indirect,High
54,3,2,2297,600,2411,2553,2130,Indirect,Low
54,4,3,2393,513,1930,2109,1897,Direct,High
54,5,4,1454,616,1789,1186,2281,Direct,Low
54,6,1,2571,554,1951,1301,1207,Indirect,High
54,7,2,2266,,1469,2072,2629,Indirect,Low
54,8,3,1536,410,1065,1200,974,Direct,High
54,9,4,3154,,1785,1784,2290,Direct,Low
54,10,1,2325,317,975,1285,1588,Indirect,High
54,11,2,1653,925,1512,2549,2793,Indirect,Low
54,12,3,3011,,2486,2143,1897,Direct,High
54,13,4,2047,535,1735,3028,2211,Direct,Low
54,14,1,2910,,3426,3063,3849,Indirect,High
54,15,2,2649,576,2378,2128,1449,Indirect,Low
54,16,3,2963,,1705,2576,4041,Direct,High
54,17,4,3209,602,1503,1797,1424,Direct,Low
54,18,1,1721,677,996,1341,2021,Indirect,High
54,19,2,3499,590,2740,1202,2090,Indirect,Low
54,20,3,1967,424,1598,2218,2211,Direct,High
54,21,4,2516,388,1583,4071,1587,Direct,Low
54,22,1,1560,,2302,1573,1551,Indirect,High
54,23,2,3247,,3082,1682,1935,Indirect,Low
54,24,3,2902,,2077,1672,578,Direct,High
54,25,4,2612,,1938,1868,1777,Direct,Low
54,26,1,2140,534,2326,2099,1797,Indirect,High
54,27,2,3756,706,1380,1533,1572,Indirect,Low
54,28,3,2053,482,988,2055,2470,Direct,High
55,1,3,2527,290,1198,1632,8576,Direct,High
55,2,4,1508,462,1892,1265,4260,Direct,Low
55,3,1,2310,,2616,1733,5679,Indirect,High
55,4,2,2306,237,2116,1723,4215,Indirect,Low
55,5,3,1814,223,1540,1815,4485,Direct,High
55,6,4,5130,182,3310,1369,5384,Direct,Low
55,7,1,2705,480,1811,1650,9091,Indirect,High
55,8,2,2067,276,1014,289,7288,Indirect,Low
55,9,3,5049,407,1436,1105,8111,Direct,High
55,10,4,3653,267,1744,753,3614,Direct,Low
55,11,1,2226,1042,1912,1409,6916,Indirect,High
55,12,2,7405,295,1663,1261,4156,Indirect,Low
55,13,3,2182,146,1882,1658,8107,Direct,High
55,14,4,3788,299,1486,2133,9722,Direct,Low
55,15,1,2688,201,1894,1716,8730,Indirect,High
55,16,2,3230,,2642,3785,10869,Indirect,Low
55,17,3,3352,363,2713,2384,6329,Direct,High
55,18,4,1125,459,1479,1591,10164,Direct,Low
55,19,1,6232,548,2391,924,3744,Indirect,High
55,20,2,2433,269,1343,1565,8590,Indirect,Low
55,21,3,2565,250,1278,1902,3898,Direct,High
55,22,4,1737,,2219,1054,3622,Direct,Low
55,23,1,2434,431,1788,2528,8712,Indirect,High
55,24,2,1025,,2306,2146,8814,Indirect,Low
55,25,3,2402,628,1120,1147,11173,Direct,High
55,26,4,2426,243,2840,1397,5013,Direct,Low
55,27,1,2800,410,1296,1099,6040,Indirect,High
55,28,2,1792,335,1029,1702,10039,Indirect,Low
56,1,2,1593,361,1711,3051,3085,Indirect,Low
56,2,3,1862,247,1013,956,1929,Direct,High
56,3,4,730,319,877,1338,1670,Direct,Low
56,4,1,2193,224,1415,1311,1698,Indirect,High
56,5,2,1226,373,1687,1248,6689,Indirect,Low
56,6,3,2200,1213,1811,1818,5984,Direct,High
56,7,4,2827,,693,3556,1584,Direct,Low
56,8,1,888,314,833,901,1091,Indirect,High
56,9,2,3349,373,1059,1475,4201,Indirect,Low
56,10,3,1590,331,1554,939,2145,Direct,High
56,11,4,880,653,913,903,2406,Direct,Low
56,12,1,1059,338,711,1055,2019,Indirect,High
56,13,2,1365,672,1110,1907,3552,Indirect,Low
56,14,3,2818,915,5228,2786,5557,Direct,High
56,15,4,1270,363,1163,1236,8619,Direct,Low
56,16,1,2978,,1185,2472,12984,Indirect,High
56,17,2,2600,462,1313,2674,3482,Indirect,Low
56,18,3,1565,807,796,1701,3448,Direct,High
56,19,4,1768,369,1226,1478,1058,Direct,Low
56,20,1,1454,317,883,2255,2036,Indirect,High
56,21,2,1764,,1539,837,914,Indirect,Low
56,22,3,1368,278,1049,1819,3139,Direct,High
56,23,4,2061,397,1632,2051,1757,Direct,Low
56,24,1,1420,727,1660,1536,2346,Indirect,High
56,25,2,1565,305,1180,963,2001,Indirect,Low
56,26,3,1755,236,1058,1302,1673,Direct,High
56,27,4,2477,335,1324,1140,2326,Direct,Low
56,28,1,1693,308,806,1628,2878,Indirect,High
57,1,1,1838,509,1197,1594,3197,Indirect,High
57,2,2,1591,300,1561,7456,3073,Indirect,Low
57,3,3,6425,384,2211,1406,4932,Direct,High
57,4,4,2117,232,3838,1679,2984,Direct,Low
57,5,1,7519,793,3897,1688,10512,Indirect,High
57,6,2,5871,279,1031,1231,2597,Indirect,Low
57,7,3,3753,503,871,1146,2192,Direct,High
57,8,4,4270,279,3477,4064,2554,Direct,Low
57,9,1,2563,457,950,955,1762,Indirect,High
57,10,2,2518,279,1245,1248,3563,Indirect,Low
57,11,3,1494,1163,1334,1428,4440,Direct,High
57,12,4,2534,1399,,3570,2464,Direct,Low
57,13,1,1949,305,927,1306,3841,Indirect,High
57,14,2,2259,540,1852,1856,11023,Indirect,Low
57,15,3,3360,670,1428,9702,1943,Direct,High
57,16,4,2088,265,674,1732,3597,Direct,Low
57,17,1,5229,280,443,1674,1281,Indirect,High
57,18,2,1790,266,845,804,1318,Indirect,Low
57,19,3,2283,316,1946,1125,10115,Direct,High
57,20,4,1868,459,3066,2402,3898,Direct,Low
57,21,1,1583,875,768,1022,884,Indirect,High
57,22,2,1525,228,1161,1939,1505,Indirect,Low
57,23,3,3703,316,7095,1426,757,Direct,High
57,24,4,5090,256,1071,990,12160,Direct,Low
57,25,1,1573,361,1050,2250,1527,Indirect,High
57,26,2,3710,249,4239,4887,3260,Indirect,Low
57,27,3,2630,838,1585,1184,4652,Direct,High
57,28,4,4789,342,416,1634,2006,Direct,Low
58,1,4,1749,377,1377,2092,1294,Direct,Low
58,2,1,1409,390,1836,1422,1572,Indirect,High
58,3,2,1841,303,2388,3644,1422,Indirect,Low
58,4,3,3105,272,4757,1945,3238,Direct,High
58,5,4,1383,,2807,1095,2368,Direct,Low
58,6,1,2626,456,1043,1426,1100,Indirect,High
58,7,2,2211,705,960,1364,1526,Indirect,Low
58,8,3,1330,554,1231,1180,5720,Direct,High
58,9,4,4043,244,1359,1093,1705,Direct,Low
58,10,1,1683,339,870,781,1308,Indirect,High
58,11,2,2169,1067,1870,1223,1591,Indirect,Low
58,12,3,1874,718,1439,1134,1232,Direct,High
58,13,4,1909,331,4337,8927,1382,Direct,Low
58,14,1,2434,256,1675,1851,1124,Indirect,High
58,15,2,2158,350,1293,1999,1337,Indirect,Low
58,16,3,6288,461,939,1686,2125,Direct,High
